PrId,DB,UID,url,IconUrl,UrlName,SubjectType,Attribute
00000,PubMed,25263562,https://mtor-atlas.org/study/CHA2014/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,18568033,https://mtor-atlas.org/study/EHN2008/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,1614535,https://mtor-atlas.org/study/KUO1992/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,19185849,https://mtor-atlas.org/study/GUE2009/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,16959574,https://mtor-atlas.org/study/INO2006/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,12040186,https://mtor-atlas.org/study/CAN2002/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,18046414,https://mtor-atlas.org/study/CUN2007/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,20526321,https://mtor-atlas.org/study/YUX2010/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,42572918,https://mtor-atlas.org/study/GOR2026/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,15156201,https://mtor-atlas.org/study/MAJ2004/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,21358638,https://mtor-atlas.org/study/DEL2011/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,27072897,https://mtor-atlas.org/study/BAR2016/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,42437600,https://mtor-atlas.org/study/PIR2026/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,12408816,https://mtor-atlas.org/study/LOE2002/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,18184959,https://mtor-atlas.org/study/BIS2008/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,22692423,https://mtor-atlas.org/study/ROC2012/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
00000,PubMed,35831510,https://mtor-atlas.org/study/VAL2022/,https://mtor-atlas.org/outreach/linkout/icon-16x16.png,Evidence-graded record in Oliver's mTOR Atlas,protein interactions/pathways,
